Sl,Text,Extracted Name,Extracted Location,Extracted Organization
2768,"[""glasgow 1996-12-07 scottish league standings after saturday's matches( tabulated- played, won, drawn, lost, goals for, goals against, points): premier division rangers 14 11 2 1 35 12 35 celtic 14 8 3 3 32 15 27 aberdeen 15 7 4 4 28 19 25 hearts 15 5 6 4 18 19 21 hibernian 15 5 3 7 16 25 18 dundee united 15 4 5 6 17 17 17 motherwell 15 4 5 6 17 23 17 dunfermline 14 4 5 5 19 27 17 raith 15 3 3 9 14 27 12 kilmarnock 14 3 2 9 17 29 11 division one st johnstone 17 12 2 3 36 8 38 falkirk 17 9 2 6 18 15 29 airdrieonians 16 6 8 2 26 16 26 dundee 16 7 5 4 12 8 26 partick 16 6 6 4 23 16 24 st mirren 16 7 2 7 22 21 23 greenock morton 16 6 4 6 17 16 22 clydebank 16 4 2 10 11 25 14 stirling 16 3 3 10 18 33 12 east fife 14 1 4 9 10 35 7 division two ayr 16 11 2 3 30 18 35 livingston 16 10 4 2 27 13 34 hamilton 15 9 4 2 31 11 31 clyde 15 6 4 5 21 20 22 queen of south 16 6 4 6 24 27 22 stenhousemuir 15 4 5 6 18 12 17 stranraer 15 5 2 8 13 21 17 dumbarton 16 4 4 8 18 29 16 brechin 16 3 6 7 14 20 15 berwick 16 1 3 12 16 41 6 division three montrose 17 9 3 5 30 25 30 inverness thistle 16 8 5 3 28 20 29 ross county 17 8 3 6 27 23 27 alloa 16 7 4 5 24 21 25 cowdenbeath 15 7 3 5 22 16 24 albion 16 6 6 4 21 17 24 forfar 15 6 4 5 26 24 22 queen's park 16 3 5 8 20 30 14 arbroath 16 2 6 8 12 23 12 east stirling 16 2 5 9 14 25 11 -docstart- soccer- english league standings.""]",[],[],"['rangers', 'celtic', 'aberdeen', 'hearts', 'hibernian', 'dundee', 'united', 'motherwell', 'dunfermline', 'raith', 'kilmarnock', 'st', 'johnstone', 'falkirk', 'airdrieonians', '16', 'dundee', '16', 'partick', '16', 'st', 'mirren', '16', 'morton', '16', 'clydebank', '16', 'stirling', '16', 'east', 'fife', 'ayr', 'livingston', 'hamilton', 'clyde', 'south', '16', 'stenhousemuir', 'stranraer', 'dumbarton', 'brechin', '16', 'berwick', 'montrose', 'inverness', 'thistle', '16', 'ross', 'county', 'alloa', '16', 'cowdenbeath', 'albion', '16', 'forfar', 'queen', ""'s"", 'park', '16', 'arbroath', 'east', 'stirling']"
2769,"[""london 1996-12-07 standings in english league soccer after saturday's matches( tabulated- played, won, drawn, lost, goals for, goals against, points): premier league arsenal 17 10 5 2 34 16 35 wimbledon 16 9 4 3 29 17 31 liverpool 16 9 4 3 26 14 31 aston villa 17 9 3 5 22 15 30 newcastle 15 9 2 4 26 17 29 manchester united 15 7 5 3 29 22 26 chelsea 16 6 7 3 25 23 25 everton 16 6 6 4 25 20 24 sheffield wednesday 16 6 6 4 17 18 24 tottenham 16 7 2 7 17 17 23 derby 16 5 7 4 19 19 22 leicester 17 6 3 8 17 22 21 leeds 16 6 2 8 15 20 20 sunderland 16 4 5 7 14 21 17 west ham 16 4 5 7 13 20 17 middlesbrough 17 3 6 8 20 28 15 blackburn 16 2 7 7 16 21 13 southampton 17 3 4 10 24 32 13 coventry 16 1 7 8 10 23 10 nottingham forest 15 1 6 8 12 25 9 division one bolton 21 11 8 2 43 28 41 sheffield united 21 11 6 4 38 20 39 barnsley 21 10 8 3 38 26 38 crystal palace 21 9 8 4 46 22 35 wolverhampton 21 9 6 6 29 21 33 tranmere 22 9 5 8 31 26 32 norwich 20 9 5 6 27 21 32 birmingham 22 8 8 6 23 21 32 oxford 22 8 6 8 27 21 30 stoke 20 8 6 6 27 30 30 swindon 22 9 2 11 32 28 29 charlton 21 9 2 10 23 29 29 huddersfield 22 7 7 8 25 28 28 queens park rangers 22 7 7 8 25 28 28 port vale 22 6 10 6 19 22 28 ipswich 22 6 8 8 27 32 26 manchester city 22 8 2 12 26 35 26 portsmouth 22 7 5 10 25 29 26 reading 22 7 5 10 25 33 26 west bromwich 20 5 9 6 26 31 24 southend 22 5 9 8 23 36 24 grimsby 22 5 6 11 24 41 21 bradford 22 5 6 11 21 37 21 oldham 22 4 8 10 23 28 20 division two brentford 22 11 7 4 35 23 40 millwall 22 11 7 4 32 22 40 bury 21 11 6 4 33 20 39 luton 21 11 4 6 34 25 37 burnley 22 11 4 7 30 22 37 chesterfield 21 11 4 6 22 16 37 stockport 22 10 6 6 29 25 36 watford 21 9 9 3 24 18 36 wrexham 20 9 8 3 27 22 35 crewe 21 11 1 9 29 21 34 bristol city 21 9 6 6 36 23 33 bristol rovers 22 7 7 8 22 23 28 shrewsbury 22 7 6 9 26 33 27 york 21 7 5 9 23 29 26 blackpool 22 5 10 7 22 24 25 walsall 21 7 4 10 21 25 25 gillingham 22 7 4 11 21 27 25 preston 22 7 4 11 21 27 25 bournemouth 22 7 4 11 20 27 25 plymouth 22 5 8 9 24 31 23 peterborough 22 4 8 10 32 41 20 notts county 21 5 5 11 15 23 20 wycombe 22 4 5 13 17 33 17 rotherham 21 3 6 12 18 33 15 division three fulham 22 15 3 4 36 16 48 cambridge 22 13 3 6 33 27 42 wigan 21 12 4 5 39 24 40 carlisle 22 11 7 4 32 20 40 cardiff 21 10 4 7 25 22 34 swansea 22 9 5 8 25 25 32 barnet 22 8 8 6 23 17 32 colchester 22 7 10 5 32 26 31 scunthorpe 22 9 4 9 28 30 31 northampton 22 8 6 8 31 26 30 scarborough 21 7 9 5 30 27 30 lincoln 22 8 6 8 28 33 30 chester 21 8 6 7 23 23 30 hull 22 6 11 5 20 22 29 torquay 22 8 4 10 22 24 28 rochdale 21 6 8 7 27 26 26 exeter 22 7 5 10 21 28 26 doncaster 22 7 3 12 24 33 24 mansfield 21 5 9 7 21 22 24 leyton orient 21 6 6 9 16 19 24 hereford 22 6 5 11 23 31 23 darlington 22 6 4 12 30 39 22 hartlepool 21 6 4 11 23 28 22 brighton 22 3 4 15 18 42 13 -docstart- soccer- vieira saves arsenal with last-minute equaliser.""]",[],['london'],"['arsenal', 'wimbledon', 'liverpool', '16', 'aston', 'villa', 'newcastle', 'manchester', 'united', 'chelsea', '16', 'everton', '16', 'sheffield', 'wednesday', 'tottenham', '16', 'derby', 'leicester', 'leeds', '16', 'sunderland', 'west', 'ham', 'middlesbrough', 'blackburn', 'southampton', 'coventry', '16', 'nottingham', 'forest', 'bolton', 'sheffield', 'united', 'barnsley', 'crystal', 'palace', 'wolverhampton', 'tranmere', '32', 'norwich', 'birmingham', 'oxford', 'stoke', 'swindon', 'charlton', 'huddersfield', 'queens', 'park', 'rangers', 'port', 'vale', 'ipswich', 'manchester', 'city', 'portsmouth', 'reading', 'west', 'bromwich', 'southend', 'grimsby', 'bradford', 'oldham', 'brentford', 'millwall', 'bury', 'luton', 'burnley', 'chesterfield', 'stockport', 'watford', 'wrexham', 'crewe', 'bristol', 'city', 'bristol', 'rovers', 'shrewsbury', '27', 'york', 'blackpool', 'walsall', 'gillingham', 'preston', 'bournemouth', 'plymouth', 'peterborough', 'notts', 'county', 'wycombe', 'rotherham', 'fulham', 'cambridge', 'wigan', 'carlisle', 'cardiff', 'swansea', 'barnet', 'colchester', 'scunthorpe', 'northampton', 'scarborough', 'lincoln', 'chester', 'hull', 'torquay', 'rochdale', 'exeter', 'doncaster', 'mansfield', 'leyton', 'orient', 'hereford', 'darlington', 'hartlepool', 'brighton', 'arsenal']"
2770,['london 1996-12-07 frenchman patrick vieira blasted a last-minute goal to salvage a 2-2 draw for english premier league leaders arsenal at home to derby on saturday.'],"['patrick', 'vieira']",['london'],"['arsenal', 'derby']"
2771,"[""the london club had been rocked by a two-goal burst from forwards dean sturridge and darryl powell in the 62nd and 71st minutes which overturned arsenal's 1-0 lead from a diving header by captain tony adams on the stroke of halftime.""]","['dean', 'tony', 'adams']",['london'],['arsenal']
2772,"['liverpool suffered an upset first home league defeat of the season, beaten 1-0 by a guy whittingham goal for sheffield wednesday.']",[],[],"['liverpool', 'sheffield', 'wednesday']"
2773,['wimbledon leap-frogged over liverpool into second place by winning 3-1 at sunderland to extend their unbeaten league and cup run to 18 games.'],[],[],"['liverpool', 'sunderland']"
2774,"['two strikes by efan ekoku in the first half and a late goal from fellow forward dean holdsworth secured victory for wimbledon, who trail pacemakers arsenal by four points.']","['efan', 'dean', 'holdsworth']",[],['arsenal']
2775,['-docstart- soccer- scottish league and cup results.'],[],[],[]
2776,"[""glasgow 1996-12-07 results of scottish league and cup matches played on saturday: premier division dunfermline 2 aberdeen 3 hearts 0 raith 0 kilmarnock 0 dundee united 2 motherwell 2 celtic 1 rangers 4 hibernian 3 division one dundee 2 falkirk 0 greenock morton 0 st johnstone 2 postponed: airdrieonians v clydebank( to wednesday), east fife v partick, stirling v st mirren( to tuesday) division two livingston 2 stenhousemuir 1 stranraer 0 brechin 1 division three ross county 4 montrose 4 postponed: forfar v alloa, inverness thistle v queen's park scottish cup first round alloa 3 hawick 1 elgin city 0 whitehill 3 postponed: albion v forfar, huntly v clyde( both now play on december 14) -docstart- soccer- english league and cup results.""]",[],['glasgow'],"['dunfermline', 'aberdeen', 'hearts', 'raith', 'kilmarnock', 'dundee', 'united', 'motherwell', 'celtic', 'rangers', 'hibernian', 'dundee', 'falkirk', 'greenock', 'morton', 'st', 'johnstone', 'airdrieonians', 'clydebank', 'east', 'fife', 'partick', 'stirling', 'st', 'mirren', 'livingston', 'stenhousemuir', 'stranraer', 'brechin', 'ross', 'county', 'montrose', 'forfar', 'alloa', 'inverness', 'thistle', 'queen', 'alloa', 'hawick', 'elgin', 'city', 'whitehill', 'albion', 'forfar', 'huntly', 'clyde']"
2777,['london 1996-12-07 results of english league and cup matches on saturday: premier league arsenal 2 derby 2 chelsea 2 everton 2 coventry 1 tottenham 2 leicester 1 blackburn 1 liverpool 0 sheffield wednesday 1 middlesbrough 0 leeds 0 southampton 0 aston villa 1 sunderland 1 wimbledon 3 division one barnsley 3 southend 0 birmingham 0 grimsby 0 charlton 2 swindon 0 crystal palace 2 oxford 2 huddersfield 2 norwich 0 ipswich 0 wolverhampton 0 manchester city 3 bradford 2 oldham 0 queens park rangers 2 reading 0 port vale 1 sheffield united 1 portsmouth 0 stoke 2 tranmere 0 playing sunday: west bromwich v bolton f.a.'],[],['london'],"['arsenal', 'derby', 'chelsea', 'everton', 'coventry', 'tottenham', 'leicester', 'blackburn', 'liverpool', 'sheffield', 'wednesday', 'middlesbrough', 'leeds', 'southampton', 'aston', 'villa', 'sunderland', 'wimbledon', 'barnsley', 'southend', 'birmingham', 'grimsby', 'charlton', 'swindon', 'crystal', 'palace', 'oxford', 'huddersfield', 'norwich', 'ipswich', 'wolverhampton', 'manchester', 'city', 'bradford', 'oldham', 'queens', 'park', 'rangers', 'reading', 'port', 'vale', 'sheffield', 'united', 'portsmouth', 'stoke', 'tranmere', 'west', 'bromwich', 'bolton']"
2778,['challenge cup second round barnet 3 wycombe 3 blackpool 0 hednesford 1 bristol city 9 st albans 2 cambridge united 0 woking 2 carlisle 1 darlington 0 chester 1 boston 0 chesterfield 2 scarborough 0 enfield 1 peterborough 1 hull 1 crewe 5 leyton orient 1 stevenage 2 luton 2 boreham wood 1 mansfield 0 stockport 3 notts county 3 rochdale 1 preston 2 york 3 sudbury town 1 brentford 3 walsall 1 burnley 1 watford 5 ashford town 0 wrexham 2 scunthorpe 2 cardiff 0 gillingham 2 -docstart- rugby union- campese signs off with try in wallaby romp.'],"['campese', 'wallaby', 'romp']",[],"['barnet', 'wycombe', 'blackpool', 'hednesford', 'bristol', 'city', 'st', 'albans', 'cambridge', 'united', 'woking', 'carlisle', 'darlington', 'chester', 'boston', 'chesterfield', 'scarborough', 'enfield', 'peterborough', 'hull', 'crewe', 'leyton', 'orient', 'stevenage', 'luton', 'boreham', 'wood', 'mansfield', 'stockport', 'notts', 'county', 'rochdale', 'preston', 'york', 'sudbury', 'town', 'brentford', 'walsall', 'burnley', 'watford', 'ashford', 'town', 'wrexham', 'scunthorpe', 'cardiff', 'gillingham', 'rugby', 'union']"
2779,['london 1996-12-07 australia bade farewell to david campese in spectacular fashion by overwhelming the barbarians 39-12 in the final match of their european tour at twickenham on saturday.'],"['david', 'campese']","['london', 'australia']",['twickenham']
2780,"['the wallabies ran in five tries with campese, who has retired from test rugby after collecting 101 caps and a world record 64 tries, adding one last touchdown in a wallaby jersey before departing the international game.']",['campese'],['jersey'],[]
2781,"['the barbarians included 14 internationals but, with only two pre-match practice sessions behind them, proved no real match for a wallaby side determined to finish their 12-match tour unbeaten.']",[],[],[]
2782,['the touring team were 27-0 ahead by half-time before easing up in the second-half.'],[],[],[]
2783,['full-back matthew burke finished with a personal haul of 24 points to take his tour aggregate to 136.'],"['full-back', 'matthew']",[],[]
2784,['-docstart- rugby union- australia beat barbarians 39-12.'],"['barbarians', '39-12']",['australia'],"['rugby', 'union']"
2785,"['london 1996-12-07 australia beat the barbarians 39-12( halftime 27-0) in the final match of their european tour on saturday: scorers: australia- tries: matthew burke( 2), joe roff, david campese, tim horan.']","['matthew', 'burke', 'joe', 'roff', 'david', 'campese', 'tim', 'horan']","['london', 'australia', 'australia']",[]
2786,['penalties: burke( 2).'],['burke'],[],[]
2787,['conversions: burke( 4).'],['burke'],[],[]
2788,"['barbarians- tries: alan bateman, scott quinnell.']","['alan', 'bateman', 'scott', 'quinnell']",[],[]
2789,['conversion: rob andrew.'],"['rob', 'andrew']",[],[]
2790,['-docstart- golf- zimbabwe open third round scores.'],[],[],[]
2791,"['harare 1996-12-07 leading third round scores in the zimbabwe open on saturday( south african unless stated): 201 mark mcnulty( zimbabwe) 72 61 68 205 des terblanche 65 67 73 206 nick price( zimbabwe) 68 68 70 207 clinton whitelaw 70 70 67, mark cayeux( zimbabwe) 69 69 69, justin hobday 71 65 71 209 steve van vuuren 65 69 75 210 brett liddle 75 65 70 211 hugh baiocchi 73 67 71, greg reid 72 68 71, mark murless 71 67 73 212 trevor dodds( namibia) 72 69 71, schalk van der merwe( namibia) 67 73 72, hennie swart 75 64 73, andrew pitts( u.s.']","['mark', 'mcnulty', 'terblanche', 'nick', 'price', 'clinton', 'whitelaw', 'mark', 'cayeux', 'justin', 'hobday', 'steve', 'van', 'vuuren', 'brett', 'liddle', 'hugh', 'baiocchi', 'greg', 'reid', 'mark', 'murless', 'trevor', 'dodds', 'schalk', 'van', 'der', 'merwe', 'hennie', 'swart', 'andrew', 'pitts']","['harare', 'zimbabwe', 'des', 'zimbabwe', 'zimbabwe', 'namibia', 'namibia', 'u.s.']",[]
2792,"[') 69 67 76 213 sean farrell( zimbabwe) 77 68 68, glen cayeux( zimbabwe) 75 68 70, nic henning 73 70 70, dion fourie 69 73 71 214 steven waltman 72 70 72, bradford vaughan 72 71 71, andrew park 72 67 75, desvonde botes 72 68 74.']","['sean', 'farrell', 'glen', 'cayeux', 'nic', 'henning', 'dion', 'fourie', 'steven', 'waltman', 'bradford', 'vaughan', 'andrew', 'park', 'desvonde', 'botes']","['zimbabwe', 'zimbabwe']",[]
2793,['-docstart- soccer- reinstated albania names squad to play n.ireland'],[],['albania'],[]
2794,['.'],[],[],[]
2795,"[""tirana 1996-12-07 albanian coach astrit hafizi said on saturday it was important that his players brush aside the country's short ban by fifa in order to concentrate on next saturday'sworld cup group nine qualifier against northern ireland.""]","['astrit', 'hafizi']",['tirana'],"['brush', 'northern', 'ireland']"
2796,"[""world soccer's governing body reinstated albania last tuesday after the balkan country's government lifted suspensions on various soccer officials.""]",[],"['albania', 'balkan', 'country']",[]
2797,['fifa had banned albania indefinitely after its sports ministry had ordered the suspension of albanian football association general secretary eduard dervishi and dissolved the executive committee.'],"['fifa', 'eduard', 'dervishi']",['albania'],['executive']
2798,"['we would be very happy with a draw in belfast,']",[],[],[]
2799,['said hafizi.'],['hafizi'],[],[]
2800,['especially if one takes into consideration our difficult post-suspension situation and the fact northern ireland is very keen to win.'],[],"['northern', 'ireland']",[]
2801,"[""regular defender artur lekbello, who is injured, was missing from hafizi's squad named on saturday for the belfast match.""]","['artur', 'lekbello', 'hafizi']",[],[]
2802,"['squad: goalkeepers- blendi nallbani, armir grima defenders- rudi vata, saimir malko, arjan xhumba, ilir shulku, afrim tole, nevil dede, arjan bellai midfielders- bledar kola, altin haxhi, sokol prenga, ervin fakaj forwards- altin rraklli, viktor paco, fatmir vata, erjon bogdani.']","['blendi', 'nallbani', 'armir', 'grima', 'rudi', 'vata', 'saimir', 'malko', 'arjan', 'xhumba', 'ilir', 'shulku', 'afrim', 'tole', 'nevil', 'dede', 'arjan', 'bellai', 'bledar', 'kola', 'altin', 'haxhi', 'sokol', 'prenga', 'ervin', 'fakaj', 'forwards', 'altin', 'rraklli', 'viktor', 'paco', 'fatmir', 'vata', 'erjon', 'bogdani']",[],[]
2803,['-docstart- cricket- jones hits century as victoria fight back.'],['jones'],[],[]
2804,"[""hobart, australia 1996-12-07 former australia test batsman dean jones hit an unbeaten 130 to lead victoria's fightback in their sheffield shield match against tasmania on saturday.""]","['dean', 'jones']","['hobart', 'australia', 'australia']","['sheffield', 'tasmania']"
2805,"[""replying to the home side's first innings 481 for eight declared, victoria reached 220 for three at close of play on the second day of the four-day match at hobart's bellerive oval.""]",['victoria'],"['hobart', ""'s"", 'bellerive', 'oval']",[]
2806,"['jones became the fourth century-maker of the match, equalling the feats of tasmanian trio david boon, shaun young and michael divenuto.']","['jones', 'david', 'boon', 'shaun', 'young', 'michael', 'divenuto']",[],[]
2807,"['jones, who took over as captain for the match in the absence of australia test leg-spinner shane warne, added 195 runs for the third wicket with left-hander laurie harper.']","['jones', 'shane', 'warne', 'left-hander', 'laurie', 'harper']",['australia'],[]
2808,['harper was eventually dismissed for 77 after the pair joined forces with their side reeling on nine for two.'],['harper'],[],[]
2809,"['earlier, former australia test batsman david boon scored 118 and all-rounder shaun young hit 113.']","['david', 'boon', 'shaun', 'young']",['australia'],[]
2810,['the pair hammered 36 boundaries between them.'],[],[],[]
2811,['pace bowler ian harvey claimed three for 81 for victoria.'],"['ian', 'harvey']",[],[]
2812,['-docstart- cricket- sheffield shield score.'],"['sheffield', 'shield']",[],[]
2813,"['hobart, australia 1996-12-07 close of play score on the second day of the four-day sheffield shield cricket match between tasmania and victoria at bellerive oval on saturday: tasmania 481 for eight declared( michael divenuto 119, david boon 118, shaun young 113); victoria 220 for three( dean jones 130 not out).']","['michael', 'divenuto', '119', 'david', 'boon', 'shaun', 'young', 'victoria', 'dean', 'jones']","['hobart', 'australia', 'tasmania', 'victoria', 'bellerive', 'oval']",[]
2814,['-docstart- soccer- south korea move close to quarter-final berth.'],[],"['south', 'korea']",[]
2815,['abu dhabi 1996-12-07 south korea made virtually certain of an asian cup quarter-final spot with a 4-2 win over indonesia in a group a match on saturday.'],[],"['abu', 'dhabi', 'south', 'korea', 'indonesia']",[]
2816,"['after going four up in the first 55 minutes south korea allowed indonesia, newcomers to asian cup finals, back into the match, conceding two goals from rare counter attacks.']",[],"['south', 'korea', 'indonesia']",[]
